Accession,Main gene name,Main protein name,Other gene names,Other protein names
Q92630,DYRK2,DYRK2_HUMAN,,Dual specificity tyrosine-phosphorylation-regulated kinase 2
P15923,TCF3,TFE2_HUMAN,BHLHB21; E2A; ITF1,Transcription factor E2-alpha; Class B basic helix-loop-helix protein 21; Immunoglobulin transcription factor 1; Immunoglobulin enhancer-binding factor E12/E47; Transcription factor 3; Kappa-E2-binding factor; Transcription factor ITF-1
P36897,TGFBR1,TGFR1_HUMAN,ALK5; SKR4,TGF-beta receptor type-1; TGF-beta type I receptor; Transforming growth factor-beta receptor type I; Activin A receptor type II-like protein kinase of 53kD; Activin receptor-like kinase 5; Serine/threonine-protein kinase receptor R4
Q96SN8,CDK5RAP2,CK5P2_HUMAN,CEP215; KIAA1633,CDK5 regulatory subunit-associated protein 2; CDK5 activator-binding protein C48; Centrosome-associated protein 215
P00519,ABL1,ABL1_HUMAN,ABL; JTK7,Tyrosine-protein kinase ABL1; Abelson murine leukemia viral oncogene homolog 1; Abelson tyrosine-protein kinase 1; Proto-oncogene c-Abl; p150
Q96I25,RBM17,SPF45_HUMAN,SPF45,Splicing factor 45; RNA-binding motif protein 17; 45 kDa-splicing factor
P78527,PRKDC,PRKDC_HUMAN,HYRC; HYRC1,DNA-dependent protein kinase catalytic subunit; DNPK1; p460
Q96SD1,DCLRE1C,DCR1C_HUMAN,ARTEMIS; SCIDA; SNM1C; ASCID,Protein artemis; Protein A-SCID; DNA cross-link repair 1C protein; SNM1 homolog C; SNM1-like protein
P23508,MCC,CRCM_HUMAN,,Colorectal mutant cancer protein
Q14191,WRN,WRN_HUMAN,RECQ3; RECQL2,"Werner syndrome ATP-dependent helicase; DNA helicase, RecQ-like type 3; Exonuclease WRN; RecQ protein-like 2"
Q9UGP5,POLL,DPOLL_HUMAN,,DNA polymerase lambda; DNA polymerase beta-2; DNA polymerase kappa
P23025,XPA,XPA_HUMAN,XPAC,DNA repair protein complementing XP-A cells; Xeroderma pigmentosum group A-complementing protein
Q9H9Q4,NHEJ1,NHEJ1_HUMAN,XLF,Non-homologous end-joining factor 1; XRCC4-like factor; Protein cernunnos
P13010,XRCC5,XRCC5_HUMAN,G22P2,X-ray repair cross-complementing protein 5; ATP-dependent DNA helicase II 80 kDa subunit; CTC box-binding factor 85 kDa subunit; 86 kDa subunit of Ku antigen; ATP-dependent DNA helicase 2 subunit 2; X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining); Nuclear factor IV; Thyroid-lupus autoantigen; Ku86; Lupus Ku autoantigen protein p86; DNA repair protein XRCC5; Ku80
P16104,H2AFX,H2AX_HUMAN,H2AX,Histone H2AX; Histone H2A.X
Q00839,HNRNPU,HNRPU_HUMAN,C1orf199; HNRPU; SAFA; U21.1,Heterogeneous nuclear ribonucleoprotein U; GRIP120; Nuclear p120 ribonucleoprotein; Scaffold-attachment factor A; p120; pp120
O43918,AIRE,AIRE_HUMAN,APECED,Autoimmune regulator; Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein
P31270,HOXA11,HXA11_HUMAN,HOX1I,Homeobox protein Hox-A11; Homeobox protein Hox-1I
Q9H4A6,GOLPH3,GOLP3_HUMAN,GPP34,Golgi phosphoprotein 3; Coat protein GPP34; Mitochondrial DNA absence factor
Q9BQ15,NABP2,SOSB1_HUMAN,OBFC2B; SSB1; LP3587,SOSS complex subunit B1; Nucleic acid-binding protein 2; Oligonucleotide/oligosaccharide-binding fold-containing protein 2B; Sensor of single-strand DNA complex subunit B1; Sensor of ssDNA subunit B1; Single-stranded DNA-binding protein 1
Q00839-2,HNRNPU,HNRPU-2_HUMAN,C1orf199; U21.1; SAFA; HNRPU,Isoform 2 of Heterogeneous nuclear ribonucleoprotein U; GRIP120; Nuclear p120 ribonucleoprotein; Scaffold-attachment factor A; p120; pp120
P49917,LIG4,DNLI4_HUMAN,,DNA ligase 4; DNA ligase IV; Polydeoxyribonucleotide synthase [ATP] 4
Q9NUW8,TDP1,TYDP1_HUMAN,,Tyrosyl-DNA phosphodiesterase 1
P22415,USF1,USF1_HUMAN,BHLHB11; USF,Upstream stimulatory factor 1; Class B basic helix-loop-helix protein 11; Major late transcription factor 1
P55895,RAG2,RAG2_HUMAN,,V(D)J recombination-activating protein 2
P55072,VCP,TERA_HUMAN,,Transitional endoplasmic reticulum ATPase; 15S Mg(2+)-ATPase p97 subunit; Valosin-containing protein
P52945,PDX1,PDX1_HUMAN,IPF1; STF1,Pancreas/duodenum homeobox protein 1; Insulin promoter factor 1; Glucose-sensitive factor; Somatostatin-transactivating factor 1; Islet/duodenum homeobox-1; Insulin upstream factor 1
Q8TCS8,PNPT1,PNPT1_HUMAN,PNPASE,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial; 3'-5' RNA exonuclease OLD35; PNPase old-35; Polynucleotide phosphorylase 1; Polynucleotide phosphorylase-like protein"
Q9BYX4,IFIH1,IFIH1_HUMAN,MDA5; RH116,Interferon-induced helicase C domain-containing protein 1; Clinically amyopathic dermatomyositis autoantigen 140 kDa; Helicase with 2 CARD domains; Interferon-induced with helicase C domain protein 1; Melanoma differentiation-associated protein 5; Murabutide down-regulated protein; RIG-I-like receptor 2; RNA helicase-DEAD box protein 116
O15553,MEFV,MEFV_HUMAN,MEF; TRIM20,Pyrin; Marenostrin
Q16512,PKN1,PKN1_HUMAN,PKN; PRK1; PRKCL1; PAK1,Serine/threonine-protein kinase N1; Protease-activated kinase 1; Protein kinase C-like 1; Protein kinase C-like PKN; Protein kinase PKN-alpha; Protein-kinase C-related kinase 1; Serine-threonine protein kinase N
Q92900,UPF1,RENT1_HUMAN,KIAA0221; RENT1,Regulator of nonsense transcripts 1; Up-frameshift suppressor 1 homolog; ATP-dependent helicase RENT1; Nonsense mRNA reducing factor 1
O95382,MAP3K6,M3K6_HUMAN,ASK2; MAPKKK6; MEKK6,Mitogen-activated protein kinase kinase kinase 6; Apoptosis signal-regulating kinase 2
Q96RR4,CAMKK2,KKCC2_HUMAN,CAMKKB; KIAA0787,Calcium/calmodulin-dependent protein kinase kinase 2; Calcium/calmodulin-dependent protein kinase kinase beta
P40429,RPL13A,RL13A_HUMAN,,60S ribosomal protein L13a; 23 kDa highly basic protein; Large ribosomal subunit protein uL13
P09493,TPM1,TPM1_HUMAN,C15orf13; TMSA,Tropomyosin alpha-1 chain; Tropomyosin-1; Alpha-tropomyosin
Q8WUI4,HDAC7,HDAC7_HUMAN,HDAC7A,Histone deacetylase 7; Histone deacetylase 7A
P35670,ATP7B,ATP7B_HUMAN,WND; PWD; WC1,Copper-transporting ATPase 2; Copper pump 2; Wilson disease-associated protein
Q8WYL5,SSH1,SSH1_HUMAN,KIAA1298; SSH1L,Protein phosphatase Slingshot homolog 1; SSH-like protein 1
Q96QB1,DLC1,RHG07_HUMAN,ARHGAP7; KIAA1723; STARD12,Rho GTPase-activating protein 7; Deleted in liver cancer 1 protein; HP protein; Rho-type GTPase-activating protein 7; START domain-containing protein 12; StAR-related lipid transfer protein 12
Q15276,RABEP1,RABE1_HUMAN,RAB5EP; RABPT5; RABPT5A,Rab GTPase-binding effector protein 1; Rabaptin-4; Rabaptin-5; Rabaptin-5alpha; Renal carcinoma antigen NY-REN-17
O75628,REM1,REM1_HUMAN,GES; REM,GTP-binding protein REM 1; GTPase-regulating endothelial cell sprouting; Rad and Gem-like GTP-binding protein 1
Q99683,MAP3K5,M3K5_HUMAN,ASK1; MAPKKK5; MEKK5,Mitogen-activated protein kinase kinase kinase 5; MAPK/ERK kinase kinase 5; Apoptosis signal-regulating kinase 1
Q9UBF8-2,PI4KB,PI4KB-2_HUMAN,PIK4CB,Isoform 2 of Phosphatidylinositol 4-kinase beta; NPIK; PI4K92; PI4KIII
Q9Y3E5,PTRH2,PTH2_HUMAN,BIT1; PTH2; CGI-147,"Peptidyl-tRNA hydrolase 2, mitochondrial; Bcl-2 inhibitor of transcription 1"
Q9BST9-2,RTKN,RTKN-2_HUMAN,RTKN1,Isoform 2 of Rhotekin
P53367,ARFIP1,ARFP1_HUMAN,,Arfaptin-1; ADP-ribosylation factor-interacting protein 1
Q13671,RIN1,RIN1_HUMAN,,Ras and Rab interactor 1; Ras inhibitor JC99; Ras interaction/interference protein 1
P53367-2,ARFIP1,ARFP1-2_HUMAN,,Isoform A of Arfaptin-1; ADP-ribosylation factor-interacting protein 1
P16144-2,ITGB4,ITB4-2_HUMAN,,Isoform Beta-4A of Integrin beta-4; GP150
P02686-5,MBP,MBP-5_HUMAN,,Isoform 5 of Myelin basic protein; Myelin A1 protein; Myelin membrane encephalitogenic protein
P22059,OSBP,OSBP1_HUMAN,OSBP1,Oxysterol-binding protein 1
O00206,TLR4,TLR4_HUMAN,,Toll-like receptor 4; hToll
P49005,POLD2,DPOD2_HUMAN,,DNA polymerase delta subunit 2; DNA polymerase delta subunit p50
P68363,TUBA1B,TBA1B_HUMAN,,Tubulin alpha-1B chain; Alpha-tubulin ubiquitous; Tubulin K-alpha-1; Tubulin alpha-ubiquitous chain
P26045,PTPN3,PTN3_HUMAN,PTPH1,Tyrosine-protein phosphatase non-receptor type 3; Protein-tyrosine phosphatase H1
P52564,MAP2K6,MP2K6_HUMAN,MEK6; MKK6; PRKMK6; SKK3,Dual specificity mitogen-activated protein kinase kinase 6; Stress-activated protein kinase kinase 3; MAPK/ERK kinase 6
P23588,EIF4B,IF4B_HUMAN,,Eukaryotic translation initiation factor 4B
P07437,TUBB,TBB5_HUMAN,TUBB5; OK/SW-cl.56,Tubulin beta chain; Tubulin beta-5 chain
Q15750,TAB1,TAB1_HUMAN,MAP3K7IP1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1; Mitogen-activated protein kinase kinase kinase 7-interacting protein 1; TGF-beta-activated kinase 1-binding protein 1
P38159,RBMX,RBMX_HUMAN,HNRPG; RBMXP1,"RNA-binding motif protein, X chromosome; Glycoprotein p43; Heterogeneous nuclear ribonucleoprotein G"
O43318,MAP3K7,M3K7_HUMAN,TAK1,Mitogen-activated protein kinase kinase kinase 7; Transforming growth factor-beta-activated kinase 1
P54646,PRKAA2,AAPK2_HUMAN,AMPK; AMPK2,5'-AMP-activated protein kinase catalytic subunit alpha-2; Acetyl-CoA carboxylase kinase; Hydroxymethylglutaryl-CoA reductase kinase
P14625,HSP90B1,ENPL_HUMAN,GRP94; TRA1,Endoplasmin; 94 kDa glucose-regulated protein; Tumor rejection antigen 1; Heat shock protein 90 kDa beta member 1; gp96 homolog
Q5SQI0,ATAT1,ATAT_HUMAN,C6orf134; MEC17; Nbla00487,Alpha-tubulin N-acetyltransferase 1; Acetyltransferase mec-17 homolog
P62820,RAB1A,RAB1A_HUMAN,RAB1,Ras-related protein Rab-1A; YPT1-related protein
P68104,EEF1A1,EF1A1_HUMAN,EEF1A; EF1A; LENG7,Elongation factor 1-alpha 1; Elongation factor Tu; Eukaryotic elongation factor 1 A-1; Leukocyte receptor cluster member 7
P10721,KIT,KIT_HUMAN,SCFR,Mast/stem cell growth factor receptor Kit; Proto-oncogene c-Kit; Piebald trait protein; v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog; Tyrosine-protein kinase Kit; p145 c-kit
P19525,EIF2AK2,E2AK2_HUMAN,PKR; PRKR,"Interferon-induced, double-stranded RNA-activated protein kinase; Eukaryotic translation initiation factor 2-alpha kinase 2; Interferon-inducible RNA-dependent protein kinase; P1/eIF-2A protein kinase; Protein kinase RNA-activated; Tyrosine-protein kinase EIF2AK2; p68 kinase"
Q15172,PPP2R5A,2A5A_HUMAN,,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform; PP2A B subunit isoform R5-alpha; PP2A B subunit isoform B'-alpha; PP2A B subunit isoform B56-alpha; PP2A B subunit isoform PR61-alpha
P29317,EPHA2,EPHA2_HUMAN,ECK,Ephrin type-A receptor 2; Epithelial cell kinase; Tyrosine-protein kinase receptor ECK
O14493,CLDN4,CLD4_HUMAN,CPER; CPETR1; WBSCR8,Claudin-4; Clostridium perfringens enterotoxin receptor; Williams-Beuren syndrome chromosomal region 8 protein
Q7RTN6,STRADA,STRAA_HUMAN,LYK5; STRAD,STE20-related kinase adapter protein alpha; Serologically defined breast cancer antigen NY-BR-96; STE20-related adapter protein
Q13485,SMAD4,SMAD4_HUMAN,DPC4; MADH4,Mothers against decapentaplegic homolog 4; Deletion target in pancreatic carcinoma 4; SMAD family member 4
Q9H093,NUAK2,NUAK2_HUMAN,OMPHK2; SNARK,NUAK family SNF1-like kinase 2; Omphalocele kinase 2; SNF1/AMP kinase-related kinase
Q6UUV9,CRTC1,CRTC1_HUMAN,KIAA0616; MECT1; TORC1; WAMTP1,CREB-regulated transcription coactivator 1; Transducer of regulated cAMP response element-binding protein 1; Mucoepidermoid carcinoma translocated protein 1
Q15831,STK11,STK11_HUMAN,LKB1; PJS,Serine/threonine-protein kinase STK11; Liver kinase B1; Renal carcinoma antigen NY-REN-19
P57059,SIK1,SIK1_HUMAN,SIK; SNF1LK,Serine/threonine-protein kinase SIK1; Salt-inducible kinase 1; Serine/threonine-protein kinase SNF1-like kinase 1
Q14680,MELK,MELK_HUMAN,KIAA0175,Maternal embryonic leucine zipper kinase; Tyrosine-protein kinase MELK; Protein kinase Eg3; Protein kinase PK38
Q8TDC3,BRSK1,BRSK1_HUMAN,KIAA1811; SAD1; SADB,Serine/threonine-protein kinase BRSK1; Serine/threonine-protein kinase SAD-B; Synapses of Amphids Defective homolog 1; Brain-specific serine/threonine-protein kinase 1; Brain-selective kinase 1
Q96L34,MARK4,MARK4_HUMAN,KIAA1860; MARKL1,MAP/microtubule affinity-regulating kinase 4; MAP/microtubule affinity-regulating kinase-like 1
Q9Y2K2,SIK3,SIK3_HUMAN,QSK; L19; KIAA0999,Serine/threonine-protein kinase SIK3; Salt-inducible kinase 3; Serine/threonine-protein kinase QSK
Q9P0L2,MARK1,MARK1_HUMAN,KIAA1477; MARK,Serine/threonine-protein kinase MARK1; MAP/microtubule affinity-regulating kinase 1; PAR1 homolog c
Q9NRH2,SNRK,SNRK_HUMAN,KIAA0096; SNFRK,SNF-related serine/threonine-protein kinase; SNF1-related kinase
P55327,TPD52,TPD52_HUMAN,,Tumor protein D52; Protein N8
Q155Q3-2,DIXDC1,DIXC1-2_HUMAN,CCD1; KIAA1735,Isoform 2 of Dixin; Coiled-coil protein DIX1; DIX domain-containing protein 1
Q99689,FEZ1,FEZ1_HUMAN,,Fasciculation and elongation protein zeta-1; Zygin-1; Zygin I
Q155Q3,DIXDC1,DIXC1_HUMAN,CCD1; KIAA1735,Dixin; Coiled-coil protein DIX1; DIX domain-containing protein 1
P11216,PYGB,PYGB_HUMAN,,"Glycogen phosphorylase, brain form"
Q6PHR2,ULK3,ULK3_HUMAN,,Serine/threonine-protein kinase ULK3; Unc-51-like kinase 3
Q9NQT8,KIF13B,KI13B_HUMAN,GAKIN; KIAA0639,Kinesin-like protein KIF13B; Kinesin-like protein GAKIN
Q7L804,RAB11FIP2,RFIP2_HUMAN,KIAA0941,Rab11 family-interacting protein 2; NRip11
Q9H4P4,RNF41,RNF41_HUMAN,FLRF; NRDP1; SBBI03,E3 ubiquitin-protein ligase NRDP1; RING finger protein 41; RING-type E3 ubiquitin transferase NRDP1
P46939,UTRN,UTRO_HUMAN,DMDL; DRP1,Utrophin; Dystrophin-related protein 1
Q6WKZ4-3,RAB11FIP1,RFIP1-3_HUMAN,RCP,Isoform 2 of Rab11 family-interacting protein 1; Rab-coupling protein
O60829,PAGE4,PAGE4_HUMAN,GAGEC1; JM27,P antigen family member 4; G antigen family C member 1; PAGE-1
O00213,APBB1,APBB1_HUMAN,FE65; RIR,Amyloid-beta A4 precursor protein-binding family B member 1; Protein Fe65
Q9UN36,NDRG2,NDRG2_HUMAN,KIAA1248; SYLD,Protein NDRG2; N-myc downstream-regulated gene 2 protein; Protein Syld709613
Q92542,NCSTN,NICA_HUMAN,KIAA0253; UNQ1874/PRO4317,Nicastrin
P14672,SLC2A4,GLUT4_HUMAN,GLUT4,"Solute carrier family 2, facilitated glucose transporter member 4; Glucose transporter type 4, insulin-responsive"
Q9Y2I7,PIKFYVE,FYV1_HUMAN,KIAA0981; PIP5K3,1-phosphatidylinositol 3-phosphate 5-kinase; PIKfyve; FYVE finger-containing phosphoinositide kinase; Phosphatidylinositol 3-phosphate 5-kinase type III
P45985,MAP2K4,MP2K4_HUMAN,SEK1; MEK4; JNKK1; SERK1; PRKMK4; SKK1; MKK4,Dual specificity mitogen-activated protein kinase kinase 4; c-Jun N-terminal kinase kinase 1; Stress-activated protein kinase kinase 1; SAPK/ERK kinase 1; MAPK/ERK kinase 4; JNK-activating kinase 1
P42858,HTT,HD_HUMAN,HD; IT15,Huntingtin; Huntington disease protein
Q9Y5X2,SNX8,SNX8_HUMAN,,Sorting nexin-8
Q9NZQ7,CD274,PD1L1_HUMAN,PDCD1L1; B7H1; PDCD1LG1; PDL1,Programmed cell death 1 ligand 1; B7 homolog 1
P52655,GTF2A1,TF2AA_HUMAN,TF2A1,Transcription initiation factor IIA subunit 1; General transcription factor IIA subunit 1; Transcription initiation factor TFIIA 42 kDa subunit; TFIIAL
Q15545,TAF7,TAF7_HUMAN,TAF2F; TAFII55,Transcription initiation factor TFIID subunit 7; RNA polymerase II TBP-associated factor subunit F; Transcription initiation factor TFIID 55 kDa subunit
O43768,ENSA,ENSA_HUMAN,,Alpha-endosulfine; ARPP-19e
Q9UL17,TBX21,TBX21_HUMAN,TBET; TBLYM,T-box transcription factor TBX21; Transcription factor TBLYM; T-cell-specific T-box transcription factor T-bet
P55317,FOXA1,FOXA1_HUMAN,HNF3A; TCF3A,Hepatocyte nuclear factor 3-alpha; Forkhead box protein A1; Transcription factor 3A
Q6P1J9,CDC73,CDC73_HUMAN,C1orf28; HRPT2,Parafibromin; Hyperparathyroidism 2 protein; Cell division cycle protein 73 homolog
Q9C0H9-5,SRCIN1,SRCN1-5_HUMAN,KIAA1684; P140; SNIP,Isoform 1 of SRC kinase signaling inhibitor 1; SNAP-25-interacting protein; p130Cas-associated protein; p140Cap
Q13573,SNW1,SNW1_HUMAN,SKIP; SKIIP,SNW domain-containing protein 1; Nuclear protein SkiP; Nuclear receptor coactivator NCoA-62; Ski-interacting protein
Q6ZUJ8,PIK3AP1,BCAP_HUMAN,BCAP,Phosphoinositide 3-kinase adapter protein 1; B-cell adapter for phosphoinositide 3-kinase; B-cell phosphoinositide 3-kinase adapter protein 1
P46108,CRK,CRK_HUMAN,,Adapter molecule crk; p38; Proto-oncogene c-Crk
Q14498,RBM39,RBM39_HUMAN,HCC1; RNPC2,RNA-binding protein 39; CAPER alpha; Hepatocellular carcinoma protein 1; RNA-binding motif protein 39; RNA-binding region-containing protein 2; Splicing factor HCC1
P16333,NCK1,NCK1_HUMAN,NCK,Cytoplasmic protein NCK1; SH2/SH3 adaptor protein NCK-alpha; NCK adaptor protein 1
Q9Y6N7,ROBO1,ROBO1_HUMAN,DUTT1,Roundabout homolog 1; H-Robo-1; Deleted in U twenty twenty
P15498,VAV1,VAV_HUMAN,VAV,Proto-oncogene vav
P17275,JUNB,JUNB_HUMAN,,Transcription factor jun-B
O14818,PSMA7,PSA7_HUMAN,HSPC,Proteasome subunit alpha type-7; Proteasome subunit RC6-1; Proteasome subunit XAPC7
P17931,LGALS3,LEG3_HUMAN,MAC2,Galectin-3; Lectin L-29; Mac-2 antigen; L-31; Laminin-binding protein; IgE-binding protein; Galactose-specific lectin 3; Galactoside-binding protein; Carbohydrate-binding protein 35; 35 kDa lectin
Q03468,ERCC6,ERCC6_HUMAN,CSB,DNA excision repair protein ERCC-6; ATP-dependent helicase ERCC6; Cockayne syndrome protein CSB
P15391,CD19,CD19_HUMAN,,B-lymphocyte antigen CD19; T-cell surface antigen Leu-12; B-lymphocyte surface antigen B4; Differentiation antigen CD19
O15269,SPTLC1,SPTC1_HUMAN,LCB1,Serine palmitoyltransferase 1; Long chain base biosynthesis protein 1; Serine-palmitoyl-CoA transferase 1
O94916,NFAT5,NFAT5_HUMAN,KIAA0827; TONEBP,Nuclear factor of activated T-cells 5; T-cell transcription factor NFAT5; Tonicity-responsive enhancer-binding protein
P07203,GPX1,GPX1_HUMAN,,Glutathione peroxidase 1; Cellular glutathione peroxidase
Q15118,PDK1,PDK1_HUMAN,PDHK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial; Pyruvate dehydrogenase kinase isoform 1"
O95433,AHSA1,AHSA1_HUMAN,C14orf3; HSPC322,Activator of 90 kDa heat shock protein ATPase homolog 1; p38
Q92731,ESR2,ESR2_HUMAN,ESTRB; NR3A2,Estrogen receptor beta; Nuclear receptor subfamily 3 group A member 2
P55081,MFAP1,MFAP1_HUMAN,,Microfibrillar-associated protein 1; Spliceosome B complex protein MFAP1
Q9UBU7,DBF4,DBF4A_HUMAN,ASK; DBF4A; ZDBF1,Protein DBF4 homolog A; Activator of S phase kinase; DBF4-type zinc finger-containing protein 1; Chiffon homolog A
O75475,PSIP1,PSIP1_HUMAN,DFS70; LEDGF; PSIP2,PC4 and SFRS1-interacting protein; Lens epithelium-derived growth factor; Transcriptional coactivator p75/p52; CLL-associated antigen KW-7; Dense fine speckles 70 kDa protein
Q9NS91,RAD18,RAD18_HUMAN,RNF73,E3 ubiquitin-protein ligase RAD18; Postreplication repair protein RAD18; RING finger protein 73; RING-type E3 ubiquitin transferase RAD18
Q00653,NFKB2,NFKB2_HUMAN,LYT10,Nuclear factor NF-kappa-B p100 subunit; DNA-binding factor KBF2; H2TF1; Oncogene Lyt-10; Lymphocyte translocation chromosome 10 protein; Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2
P58012,FOXL2,FOXL2_HUMAN,,Forkhead box protein L2
P49768,PSEN1,PSN1_HUMAN,AD3; PS1; PSNL1,Presenilin-1; Protein S182
O95271,TNKS,TNKS1_HUMAN,PARP5A; TNKS1; PARPL; TIN1; TINF1,Poly [ADP-ribose] polymerase tankyrase-1; ADP-ribosyltransferase diphtheria toxin-like 5; Poly [ADP-ribose] polymerase 5A; Protein poly-ADP-ribosyltransferase tankyrase-1; TNKS-1; TRF1-interacting ankyrin-related ADP-ribose polymerase; Tankyrase I; Tankyrase-1
Q9NRR4,DROSHA,RNC_HUMAN,RN3; RNASE3L; RNASEN,Ribonuclease 3; Protein Drosha; Ribonuclease III; p241
Q07812,BAX,BAX_HUMAN,BCL2L4,Apoptosis regulator BAX; Bcl-2-like protein 4
Q96KS0,EGLN2,EGLN2_HUMAN,EIT6,Egl nine homolog 2; Estrogen-induced tag 6; HPH-3; Hypoxia-inducible factor prolyl hydroxylase 1; Prolyl hydroxylase domain-containing protein 1
Q9UKA4,AKAP11,AKA11_HUMAN,AKAP220; KIAA0629,A-kinase anchor protein 11; A-kinase anchor protein 220 kDa; Protein kinase A-anchoring protein 11
Q9NW38,FANCL,FANCL_HUMAN,PHF9,E3 ubiquitin-protein ligase FANCL; Fanconi anemia group L protein; Fanconi anemia-associated polypeptide of 43 kDa; RING-type E3 ubiquitin transferase FANCL
O95997,PTTG1,PTTG1_HUMAN,EAP1; PTTG; TUTR1,Securin; Pituitary tumor-transforming gene 1 protein; Esp1-associated protein
Q9Y2X9,ZNF281,ZN281_HUMAN,GZP1; ZBP99,Zinc finger protein 281; Transcription factor ZBP-99; Zinc finger DNA-binding protein 99; GC-box-binding zinc finger protein 1
Q9BZS1,FOXP3,FOXP3_HUMAN,IPEX; JM2,Forkhead box protein P3; Scurfin
O43602-2,DCX,DCX-2_HUMAN,DBCN; LISX,Isoform 2 of Neuronal migration protein doublecortin; Doublin; Lissencephalin-X
P22670,RFX1,RFX1_HUMAN,,MHC class II regulatory factor RFX1; Enhancer factor C; Regulatory factor X 1; Transcription factor RFX1
Q15853,USF2,USF2_HUMAN,BHLHB12,Upstream stimulatory factor 2; FOS-interacting protein; Major late transcription factor 2; Upstream transcription factor 2; Class B basic helix-loop-helix protein 12
P24864,CCNE1,CCNE1_HUMAN,CCNE,G1/S-specific cyclin-E1
Q9BPU6,DPYSL5,DPYL5_HUMAN,CRMP5; ULIP6,Dihydropyrimidinase-related protein 5; UNC33-like phosphoprotein 6; CRMP3-associated molecule; Collapsin response mediator protein 5
Q96F46,IL17RA,I17RA_HUMAN,IL17R,Interleukin-17 receptor A; CDw217
P21796,VDAC1,VDAC1_HUMAN,VDAC,Voltage-dependent anion-selective channel protein 1; Outer mitochondrial membrane protein porin 1; Plasmalemmal porin; Porin 31HL; Porin 31HM
O60346,PHLPP1,PHLP1_HUMAN,KIAA0606; PHLPP; PLEKHE1; SCOP,PH domain leucine-rich repeat-containing protein phosphatase 1; Pleckstrin homology domain-containing family E member 1; Suprachiasmatic nucleus circadian oscillatory protein
O43623,SNAI2,SNAI2_HUMAN,SLUG; SLUGH,Zinc finger protein SNAI2; Neural crest transcription factor Slug; Protein snail homolog 2
Q9BXF6,RAB11FIP5,RFIP5_HUMAN,GAF1; KIAA0857; RIP11,Rab11 family-interacting protein 5; Gamma-SNAP-associated factor 1; Phosphoprotein pp75; Rab11-interacting protein Rip11
