Kinase Accession,Subcellular Location
O14965,Cytoplasm; Nucleus; Chromosome; centromere; Chromosome; Cytoplasm; cytoskeleton; spindle; centromere; Chromosome; kinetochore; Midbody; centromere; spindle; centromere; kinetochore; Membrane; Single-pass type I membrane protein; Nucleus; Cytoplasm; Cytoplasm; perinuclear region; Perikaryon; Cytoplasm; cytoskeleton; Cell projection; Cell projection; growth cone; Myelin membrane; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Chromosome; Midbody; centriole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centrosome; centriole; spindle; axon; centrosome; growth cone; growth cone; spindle; Nucleus; nucleoplasm; Nucleus; Chromosome; Cytoplasm; cytoskeleton; spindle; spindle pole; nucleoplasm; spindle; spindle pole; Cytoplasm; Cytoplasm; cytoskeleton; Cytoplasm; cytoskeleton; spindle; Cytoplasm; cytoskeleton; spindle; spindle pole; centromere; Chromosome; kinetochore; Midbody; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; Cytoplasmic granule; centriolar satellite; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centriolar satellite; spindle; spindle pole; spindle; kinetochore; Nucleus; Cytoplasm; nucleolus; Nucleus; nucleoplasm; Nucleus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; nucleoplasm; nucleolus; centrosome; Cytoplasm; Nucleus; Membrane; Membrane raft; Nucleus; centromere; Chromosome; kinetochore; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; centrosome; centrosome; kinetochore; kinetochore; kinetochore; spindle; centrosome; spindle; spindle pole; centrosome; spindle; spindle pole; Nucleus; centromere; Chromosome; Cytoplasm; cytoskeleton; spindle; Midbody; centromere; Chromosome; kinetochore; centromere; kinetochore; spindle; kinetochore; centromere; spindle; cell cortex; Nucleus; Cytoplasm; cytoskeleton; spindle; Cytoplasm; cytoskeleton; spindle; spindle pole; spindle; spindle pole; Nucleus; Cytoplasm; nucleoplasm; Nucleus; Cell projection; podosome; Mitochondrion; Nucleus; Cell membrane; Single-pass type I membrane protein; Endoplasmic reticulum; Endoplasmic reticulum membrane; Single-pass type I membrane protein; Golgi apparatus; Golgi apparatus membrane; Single-pass type I membrane protein; Nucleus; Nucleus membrane; Single-pass type I membrane protein; Endosome; Endosome; Endosome membrane; Nucleus; Secreted; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; cilium; cilium basal body; Cytoplasm; cytoskeleton; centriole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cell projection; neuron projection; centrosome; spindle; spindle pole; centrosome; centriole; spindle; spindle pole;
Q96GD4,Nucleus; Chromosome; centromere; Chromosome; Cytoplasm; cytoskeleton; spindle; Midbody; centromere; spindle; centromere;
Q9UQB9,Cytoplasm; Nucleus; Chromosome; centromere; Chromosome; Cytoplasm; cytoskeleton; spindle; centromere; Chromosome; kinetochore; Midbody; centromere; spindle; centromere; kinetochore; Nucleus; Chromosome; centromere; Chromosome; Cytoplasm; cytoskeleton; spindle; Nucleus; centromere; Chromosome; Cytoplasm; cytoskeleton; spindle; Midbody; centromere; Chromosome; kinetochore; centromere; kinetochore; spindle; kinetochore; centromere; spindle; cell cortex;
Q9NSY1,Nucleus;
O43683,Host; Host nucleus; Nucleus; centromere; Chromosome; kinetochore; Nucleus; centromere; Chromosome; kinetochore; kinetochore; Nucleus; centromere; Chromosome; kinetochore; kinetochore; spindle; kinetochore; Nucleus; Cytoplasm;
O60566,Nucleus; Cytoplasm; perinuclear region; Cytoplasm; Cytoplasm; cytoskeleton; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centriole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Midbody; Chromosome; Perikaryon; Cell projection; Cell projection; growth cone; Myelin membrane; growth cone; growth cone; spindle; axon; centrosome; centriole; centrosome; spindle; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Nucleus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; centriole; centrosome; Cytoplasm; Cytoplasm; Nucleus; centromere; Chromosome; kinetochore; centromere; Chromosome; kinetochore; Cytoplasm; cytoskeleton; spindle; centromere; Chromosome; kinetochore; spindle; kinetochore; Nucleus; centromere; Chromosome; kinetochore; kinetochore; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; Cytoplasm; Nucleus; centromere; Chromosome; kinetochore; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; kinetochore; Cytoplasm; Nucleus; Nucleus; centromere; Chromosome; kinetochore; Cytoplasm; Cytoplasm; cytoskeleton; spindle; spindle pole; kinetochore; nuclear pore complex; kinetochore;
Q8N5S9,Cytoplasm; Nucleus;
Q96RR4,Nucleus; Cytoplasm; Cell projection; neuron projection;
O00311,Nucleus; Nucleus; Nucleus; Nucleus;
O15111,Host; Host cytoplasm; Host; Host nucleus; Host; Host cytoplasm; Host; Host nucleus; Cytoplasm; Nucleus; Nucleus; Cytoplasm; nucleoplasm; Nucleus; nucleolus; Nucleus; Cytoplasm; Nucleus; Membrane; Membrane raft; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Host; Host cytoplasm; Host; Host nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Melanosome; Cell membrane; Secreted; Host; Host cytoplasm; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Endosome; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cell membrane; clathrin-coated pit; coated pit; Membrane; Cytoplasm; Cytoplasmic vesicle; Host; Host cytoplasm; Host; Host nucleus; Host; Host cytoplasm; Host; Host nucleus; Host; Host cytoplasm; Host; Host nucleus;
P68400,Nucleus; Nucleus speckle; Nucleus; Nucleus; Nucleus speckle; nucleoplasm; Nucleus; nucleolus; Nucleus; nucleolus; Nucleus; nucleoplasm; Nucleus; Cytoplasm; Nucleus; PML body; nucleolus; Nucleus; Cytoplasm; Cytoplasmic side; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic side; Early endosome; Early endosome membrane; Peripheral membrane protein; nucleolus; nucleoplasm; nucleoplasm; Nucleus; Cytoplasm; Endoplasmic reticulum; Endoplasmic reticulum membrane; Multi-pass membrane protein; cis-Golgi network; cis-Golgi network membrane; Golgi apparatus; nucleoplasm; Nucleus; Nucleus; PML body; Nucleus; Nucleus; Cytoplasm; Nucleus; PML body; cytosol; Cytoplasm; Nucleus; Cytoplasm; cytoskeleton; Cell projection; dendrite; dendrite; Nucleus; Chromosome; Cytoplasm; Cell membrane; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; sarcolemma; Cell membrane; sarcolemma; T-tubule; T-tubule; Nucleus; Cytoplasm; Nucleus; nucleolus; Nucleus; Chromosome; Nucleus; Cytoplasm; Nucleus; PML body; Cytoplasm; Nucleus; nucleolus; Cytoplasm; Mitochondrion; Nucleus; Nucleus; Nucleus; Nucleus; Nucleus speckle; Nucleus; Nucleus matrix; Nucleus; Cytoplasm; Nucleus; Nucleus; PML body; Endoplasmic reticulum; Mitochondrion; Mitochondrion matrix; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Nucleus; Cytoplasm; Cytoplasm;
P19784,
Q8NEV1,
Q6XUX3,Cytoplasm; Cell membrane; Apical cell membrane; Basolateral cell membrane; Cell junction;
Q9BQI3,Cytoplasm; Melanosome; nucleolus; Nucleus; Cell membrane; Cytoplasm;
P19525,Host; Host nucleus; Host; host nucleolus; Host nucleus; nucleolus; Host; Host cytoplasm; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass membrane protein; Host; Host mitochondrion; Host mitochondrion membrane; Single-pass type I membrane protein; Host; Host lipid droplet; Virion; Host; Host cytoplasm; Host; Host nucleus; Secreted; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host mitochondrion; Host; Host cell; Host cell membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host cytoplasm; host perinuclear region; perinuclear region; Host; Host mitochondrion; Host; Host membrane; Host; Host cytoplasm; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Cytoplasm; cytosol; Inflammasome; Endoplasmic reticulum; Secreted; Nucleus; cytosol; perinuclear region; extracellular space; Golgi apparatus; Golgi apparatus membrane; nucleolus; Nucleus; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass membrane protein; Host; Host mitochondrion; Host mitochondrion membrane; Single-pass type I membrane protein; Host; Host lipid droplet; Virion; Host; Host cytoplasm; Host; Host nucleus; Secreted; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host cell; Host cell membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host cytoplasm; host perinuclear region; perinuclear region; Host; Host mitochondrion; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; nucleolus; Nucleus; nucleoplasm; Nucleus; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; nucleoplasm; nucleolus; centrosome; Cytoplasm; nucleolus; Nucleus; Cytoplasm; nucleolus; Cytoplasm; P-body; Cytoplasm; Cytoplasmic ribonucleoprotein granule; Cytoplasm; Stress granule; Nucleus; Cytoplasm; perinuclear region; Cytoplasm; Cytoplasm; perinuclear region; Nucleus; Cytoplasm; Nucleus; nucleolus; Nucleus; Endoplasmic reticulum; nucleolus; Cytoplasm; perinuclear region; Cytoplasm; Cytoplasm; Endoplasmic reticulum; Cytoplasm; Mitochondrion; Mitochondrion; Mitochondrion matrix; mitochondrion nucleoid; nucleoid; nucleoid; Cytoplasm; P-body; Nucleus; Nucleus; nucleoplasm; Nucleus; nucleolus; Nucleus; Cytoplasm; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; centrosome; Nucleus; Cytoplasm; Mitochondrion; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; Cytoplasm; centrosome; Cytoplasm; nucleolus; Nucleus; nucleolus; Cytoplasm; Stress granule; Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; perinuclear region;
Q9NZJ5,Endoplasmic reticulum; Endoplasmic reticulum lumen; Melanosome; Cytoplasm; Endoplasmic reticulum; Endoplasmic reticulum membrane; Single-pass type I membrane protein;
Q9P2K8,Cytoplasm;
O75460,Mitochondrion; Mitochondrion outer membrane; Single-pass membrane protein; Cytoplasm; Cytoplasm; Cytoplasm; Endoplasmic reticulum; Endoplasmic reticulum lumen; Melanosome; Cytoplasm; Endoplasmic reticulum; Endoplasmic reticulum lumen; Cytoplasm; Cytoplasm; Cytoplasm; Cell membrane; Peripheral membrane protein; Endoplasmic reticulum; Endoplasmic reticulum membrane; Multi-pass membrane protein; Endoplasmic reticulum; Endoplasmic reticulum membrane; Multi-pass membrane protein; cis-Golgi network; cis-Golgi network membrane; Golgi apparatus; Multi-pass membrane protein; COPII-coated vesicle; Cytoplasm; Cytoplasmic vesicle; COPII-coated vesicle; Mitochondrion; Mitochondrion outer membrane; Single-pass membrane protein; Cytoplasm; Cytoplasm; Cytoplasm; Cytoplasm; Mitochondrion; Mitochondrion outer membrane; Single-pass membrane protein; Endoplasmic reticulum; Endoplasmic reticulum membrane; Single-pass type I membrane protein;
Q76MJ5,Endoplasmic reticulum; Endoplasmic reticulum membrane; Single-pass type I membrane protein;
O14976,Membrane; Multi-pass membrane protein; Lysosome; Lysosome; Lysosome membrane; Cytoplasm; Cytoplasmic vesicle; Perikaryon; Golgi apparatus; Golgi apparatus membrane; Peripheral membrane protein; axon; Cell projection; Cell projection; dendrite; Endoplasmic reticulum; Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasm; Cytoplasmic vesicle; secretory vesicle; synaptic vesicle; synaptic vesicle membrane; Endosome; Lysosome; Mitochondrion; Mitochondrion outer membrane; Peripheral membrane protein; Golgi apparatus; Cytoplasm; Melanosome; nucleolus; Nucleus; Cell membrane; Cytoplasm; perinuclear region; Golgi apparatus; trans-Golgi network; Cell junction; focal adhesion; trans-Golgi network; focal adhesion;
Q8TF76,Nucleus; Chromosome; Cytoplasm; cytoskeleton; spindle; spindle; Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted;
O14920,Nucleus; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; Cytoplasmic side; Peripheral membrane protein; Rough endoplasmic reticulum; Rough endoplasmic reticulum membrane; Cytoplasm; Cytoplasmic granule; Cytoplasm; P-body; P-body; Cytoplasm; Membrane; Peripheral membrane protein; Cytoplasm; Nucleus; nucleolus; Nucleus; Mitochondrion; Mitochondrion inner membrane; Peripheral membrane protein; Cytoplasm; cytoskeleton; spindle; spindle; Cytoplasm; Nucleus; centromere; Chromosome; Cytoplasm; cytoskeleton; spindle; spindle pole; centromere; spindle; spindle pole; Host; Host nucleus; Host; Host cytoplasm; nucleoplasm; Cytoplasm; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Recycling endosome; Cytoplasm; cytoskeleton; Cytoplasm; Nucleus; Host; Host cell; Host cell membrane; Multi-pass membrane protein; Cytoplasm; Nucleus; Membrane; Membrane raft; Cytoplasm; Nucleus; Nucleus; Cytoplasm; Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted; Cytoplasm; Nucleus; Nucleus; PML body; Endoplasmic reticulum; Mitochondrion; Mitochondrion matrix; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; Cytoplasm; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cytoplasm; cytoskeleton; spindle; spindle pole; cilium; cilium basal body; Cytoplasm; cytoskeleton; centriole; centrosome; Cytoplasm; cytoskeleton; microtubule organizing center; Cell projection; neuron projection; centrosome; spindle; spindle pole; centrosome; centriole; spindle; spindle pole; Cytoplasm; Nucleus; Cytoplasm; Cytoplasm; Nucleus; Cytoplasm; Nucleus;
Q14164,Nucleus; Cytoplasm; cytoskeleton; Membrane; Peripheral membrane protein; Mitochondrion; Mitochondrion outer membrane; Mitochondrion; Peroxisome; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass membrane protein; Host; Host mitochondrion; Host mitochondrion membrane; Single-pass type I membrane protein; Host; Host lipid droplet; Virion; Host; Host cytoplasm; Host; Host nucleus; Secreted; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Single-pass type I membrane protein; Virion; Virion membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host mitochondrion; Host; Host cell; Host cell membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Multi-pass membrane protein; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Peripheral membrane protein; Host; Host cytoplasm; host perinuclear region; perinuclear region; Host; Host mitochondrion; Host; Host membrane; Host; Host cytoplasm; Host; Host endoplasmic reticulum; Host endoplasmic reticulum membrane; Single-pass type I membrane protein; Host; Host membrane; Cytoplasm; Cytoplasm; Cytoplasm; Nucleus; Nucleus; PML body; Cytoplasm; Nucleus; Cytoplasm; Nucleus; Virion; Host; Host cytoplasm; Cytoplasm; Melanosome; Nucleus; Secreted; Cell membrane; Secreted; Cytoplasm; Nucleus; Nucleus speckle; Cytoplasm; Mitochondrion; Mitochondrion outer membrane; nuclear pore complex; Virion;
